mssv,HK 1,HK 1 dat,HK 1 hoc lai,HK 2,HK 2 dat,HK 2 hoc lai,HK 3,HK 3 dat,HK 3 hoc lai,HK 4,HK 4 dat,HK 4 hoc lai,HK 5,HK 5 dat,HK 5 hoc lai,HK 6,HK 6 dat,HK 6 hoc lai,HK 7,HK 7 dat,HK 7 hoc lai,HK 8,HK 8 dat,HK 8 hoc lai,xep_loai_hoc_tap
181201226,6.8,11,2,5.7,6,6,6.4,19,0,5.7,15,2,6.6,15,3,7.7,21,0,7.9,18,0,8.9,12,0,Khá
181211416,6.8,13,0,7.6,12,0,8.9,19,0,9.2,17,0,7.9,18,0,9.2,21,0,8.7,18,0,8.7,12,0,Gioi
181203302,7.7,13,0,7.1,12,0,7.3,19,0,7.2,17,0,7.9,18,0,8.3,21,0,8.3,18,0,8.5,12,0,Khá
181211854,5.9,11,2,6.2,9,3,6.2,19,0,6.4,17,0,6.3,18,0,7.7,21,0,8.1,18,0,8.3,12,0,Khá
181202589,6.1,10,3,5.8,9,3,6.7,16,3,6.7,17,0,7.4,18,0,8.5,21,0,8.1,18,0,8.5,2,10,Khá
181201651,8.1,13,0,8.6,12,0,7.8,19,0,9.5,17,0,8.5,18,0,8.5,21,0,8.3,18,0,8.8,12,0,Gioi
181202980,7.0,13,0,6.4,12,0,6.8,19,0,6.1,17,0,6.4,18,0,7.3,21,0,7.7,18,0,7.9,12,0,Khá
181213396,6.1,7,6,4.9,12,0,5.5,16,3,5.2,14,3,5.8,18,0,6.2,21,0,7.9,18,0,8.5,2,10,Trung binh
181200683,6.7,13,0,7.6,9,3,8.1,19,0,9.4,17,0,8.6,18,0,7.8,21,0,8.1,18,0,8.3,12,0,Gioi
181233102,8.4,13,0,6.4,12,0,6.9,19,0,7.5,17,0,8.2,18,0,9.1,21,0,8.4,18,0,9.1,12,0,Gioi
181202727,6.5,13,0,7.0,6,6,5.6,19,0,6.2,17,0,7.2,18,0,8.4,21,0,7.8,18,0,8.4,12,0,Khá
181203034,7.7,13,0,7.0,12,0,7.4,19,0,7.2,17,0,7.4,18,0,8.5,21,0,7.9,18,0,8.8,12,0,Khá
181200299,6.1,13,0,6.2,9,3,6.5,19,0,6.2,17,0,6.5,18,0,8.3,21,0,8.0,18,0,8.4,12,0,Khá
181201088,8.7,11,2,7.6,12,0,7.2,19,0,7.9,17,0,7.9,18,0,8.7,21,0,8.2,18,0,9.1,12,0,Gioi
181210088,8.3,13,0,8.3,6,6,8.1,19,0,8.2,17,0,8.1,18,0,8.9,21,0,9.3,18,0,9.2,12,0,Gioi
181202508,6.7,13,0,8.0,12,0,7.4,19,0,6.9,17,0,7.2,18,0,8.1,21,0,8.2,18,0,9.0,12,0,Khá
181213609,6.7,5,8,5.9,6,6,6.6,19,0,5.9,15,2,7.6,15,3,7.7,21,0,8.0,18,0,8.2,12,0,Khá
181201868,8.2,13,0,9.3,12,0,7.3,17,2,6.5,17,0,7.4,18,0,6.4,21,0,7.8,18,0,9.6,12,0,Khá
181203827,7.2,10,3,6.3,9,3,6.3,16,3,5.6,17,0,6.4,13,5,6.7,21,0,6.5,18,0,8.1,12,0,Khá
181200777,9.0,13,0,9.0,12,0,8.9,19,0,8.8,17,0,8.0,18,0,9.3,21,0,8.2,18,0,9.0,12,0,Xuat sac
181203305,8.7,13,0,8.4,12,0,8.2,19,0,9.0,17,0,7.9,18,0,8.2,21,0,8.0,18,0,9.2,12,0,Gioi
181203068,9.2,13,0,8.9,12,0,8.3,19,0,9.4,17,0,9.0,18,0,9.3,21,0,8.6,18,0,8.8,12,0,Xuat sac
181210997,6.6,13,0,7.7,9,3,7.8,19,0,8.2,17,0,9.6,18,0,9.5,21,0,8.3,18,0,8.8,12,0,Gioi
181202785,7.3,13,0,7.9,9,3,7.4,16,3,7.9,17,0,7.4,18,0,7.7,21,0,8.5,18,0,8.4,12,0,Gioi
181201176,6.1,13,0,5.5,3,9,5.8,19,0,6.5,12,5,6.1,15,3,7.3,21,0,7.5,18,0,8.1,12,0,Khá
181203202,7.3,13,0,7.6,12,0,6.9,19,0,7.5,17,0,7.6,18,0,7.3,21,0,8.1,18,0,8.5,12,0,Khá
181203181,6.5,10,3,5.0,9,3,5.4,16,3,6.3,15,2,6.8,18,0,8.1,21,0,7.8,18,0,8.5,12,0,Khá
181202446,7.5,13,0,6.9,12,0,8.0,19,0,8.8,17,0,8.3,18,0,8.6,21,0,8.8,18,0,8.7,12,0,Gioi
181213624,8.4,13,0,7.9,9,3,7.1,19,0,7.6,17,0,8.1,18,0,8.0,21,0,8.6,18,0,9.2,12,0,Gioi
181201766,7.0,13,0,5.5,12,0,6.0,19,0,6.0,17,0,6.6,18,0,6.6,21,0,8.4,18,0,8.8,12,0,Khá
181202473,8.5,13,0,8.1,12,0,7.2,19,0,8.9,17,0,7.5,18,0,8.7,21,0,8.5,18,0,8.6,12,0,Gioi
181210552,7.2,13,0,7.2,12,0,8.6,19,0,8.3,17,0,7.7,18,0,8.9,21,0,8.8,18,0,8.8,12,0,Gioi
181203847,8.0,13,0,8.5,12,0,7.5,19,0,8.6,17,0,7.9,18,0,8.9,21,0,9.4,18,0,8.9,12,0,Gioi
181203544,6.7,13,0,6.3,12,0,6.7,19,0,7.1,17,0,6.4,18,0,8.3,21,0,8.5,18,0,8.8,12,0,Khá
181202809,5.2,13,0,6.5,9,3,5.6,19,0,7.4,17,0,7.1,18,0,8.8,21,0,8.7,18,0,7.9,12,0,Khá
181202599,5.9,13,0,6.3,9,3,5.3,19,0,6.5,17,0,5.9,18,0,7.7,21,0,8.2,18,0,7.9,12,0,Khá
181202447,6.9,13,0,6.0,12,0,7.4,19,0,7.9,17,0,7.1,18,0,8.0,21,0,8.5,18,0,8.4,12,0,Khá
181213472,6.9,13,0,5.8,12,0,6.6,19,0,6.5,17,0,6.6,18,0,7.5,21,0,7.3,18,0,8.2,12,0,Khá
181201649,8.1,13,0,6.8,12,0,8.2,19,0,7.6,17,0,7.9,18,0,8.8,21,0,9.1,18,0,8.7,12,0,Gioi
181202562,6.8,13,0,7.3,9,3,7.7,19,0,7.8,17,0,6.1,18,0,7.6,21,0,8.4,18,0,8.5,12,0,Khá
181210228,5.2,13,0,6.0,12,0,6.1,17,2,6.7,17,0,7.9,18,0,8.2,21,0,8.0,18,0,7.8,12,0,Khá
181200875,6.0,11,2,5.4,12,0,5.9,16,3,7.1,15,2,7.1,18,0,7.0,21,0,8.8,18,0,8.5,12,0,Khá
181200767,8.5,13,0,8.8,12,0,8.3,19,0,8.9,17,0,8.0,18,0,8.2,21,0,8.6,18,0,8.8,12,0,Gioi
181201020,5.2,13,0,6.2,9,3,5.8,16,3,7.2,11,6,6.7,15,3,7.3,18,3,7.9,18,0,7.9,12,0,Khá
181201893,6.4,13,0,7.7,9,3,6.7,16,3,5.5,15,2,6.0,16,2,6.4,18,3,7.4,18,0,8.0,2,10,Khá
181210015,6.6,11,2,6.6,9,3,7.7,19,0,8.1,17,0,8.2,18,0,9.0,21,0,9.1,18,0,9.0,12,0,Gioi
181203677,7.3,13,0,7.7,12,0,7.0,19,0,7.6,17,0,7.2,18,0,8.7,21,0,8.4,18,0,8.4,12,0,Gioi
181203077,6.0,11,2,5.9,6,6,5.1,16,3,6.7,17,0,7.2,18,0,8.6,21,0,8.9,18,0,8.6,12,0,Khá
181213060,8.0,13,0,7.2,12,0,7.6,19,0,8.3,17,0,7.6,18,0,7.1,21,0,8.8,18,0,8.5,12,0,Gioi
181210140,8.5,13,0,7.9,12,0,8.0,19,0,7.2,14,3,7.6,18,0,9.0,21,0,8.9,18,0,9.0,12,0,Gioi
181203415,6.6,11,2,5.9,9,3,5.8,19,0,7.4,14,3,6.8,18,0,7.8,21,0,8.8,18,0,8.7,12,0,Khá
181200351,6.9,13,0,6.6,9,3,8.7,19,0,9.0,17,0,8.8,18,0,9.3,21,0,9.6,18,0,9.5,12,0,Xuat sac
181210258,5.8,7,6,5.2,12,0,6.2,13,6,5.7,17,0,6.8,15,3,6.9,15,6,7.3,18,0,8.8,12,0,Khá
181202880,7.9,13,0,6.6,12,0,6.5,19,0,7.0,17,0,6.6,18,0,8.0,21,0,7.5,18,0,8.2,12,0,Khá
181203245,8.3,13,0,7.6,12,0,7.8,19,0,7.8,17,0,7.4,18,0,9.1,21,0,8.8,18,0,7.9,12,0,Gioi
181201831,6.1,13,0,5.2,12,0,7.1,19,0,7.5,17,0,8.2,18,0,8.5,21,0,8.9,18,0,8.8,12,0,Khá
181211845,7.5,13,0,5.9,9,3,6.0,19,0,6.5,17,0,6.1,18,0,8.6,21,0,8.9,18,0,8.0,12,0,Khá
181203228,8.3,13,0,7.7,12,0,8.3,19,0,8.5,17,0,8.1,18,0,9.4,21,0,9.5,18,0,8.8,12,0,Xuat sac
181200836,6.5,13,0,7.7,12,0,7.2,19,0,8.1,17,0,7.4,18,0,8.5,21,0,8.0,18,0,8.7,12,0,Khá
181201962,8.9,13,0,8.5,12,0,8.0,19,0,7.8,17,0,7.3,18,0,9.4,21,0,8.9,18,0,8.7,12,0,Gioi
181202531,7.7,11,2,6.2,12,0,6.1,19,0,7.3,17,0,7.1,18,0,8.1,21,0,8.9,18,0,7.9,12,0,Khá
181212177,7.0,13,0,6.6,12,0,7.2,19,0,7.1,17,0,5.7,18,0,8.5,21,0,8.8,18,0,7.7,12,0,Khá
181201949,6.4,11,2,5.8,12,0,7.7,19,0,7.5,17,0,7.1,18,0,7.4,21,0,7.7,18,0,8.1,12,0,Khá
181200582,7.4,10,3,6.4,9,3,5.4,19,0,5.6,17,0,6.6,12,6,6.9,21,0,7.3,18,0,8.7,12,0,Khá
181213477,6.4,13,0,5.9,12,0,6.8,19,0,7.2,17,0,6.6,18,0,8.1,21,0,8.6,18,0,8.2,12,0,Khá
181231936,9.2,13,0,8.6,12,0,8.0,19,0,8.6,17,0,7.5,18,0,8.8,21,0,8.9,18,0,8.6,12,0,Gioi
181201714,6.8,13,0,6.7,12,0,6.9,19,0,7.1,17,0,6.9,18,0,7.8,21,0,8.6,18,0,8.0,12,0,Khá
181211780,6.5,13,0,6.8,12,0,6.4,16,3,6.4,17,0,6.6,18,0,8.2,18,3,7.5,18,0,8.3,12,0,Khá
181201887,7.7,13,0,7.8,12,0,6.7,19,0,8.3,17,0,7.2,18,0,8.6,21,0,8.8,18,0,8.4,12,0,Gioi
181202889,9.0,13,0,7.3,12,0,8.0,19,0,7.9,17,0,7.1,18,0,7.6,21,0,7.9,18,0,8.1,12,0,Gioi
181202261,6.0,13,0,7.0,12,0,7.2,19,0,7.4,17,0,7.6,18,0,9.0,21,0,8.2,18,0,8.4,12,0,Khá
181202131,7.1,2,11,5.4,6,6,5.9,16,3,6.9,15,2,5.2,18,0,7.1,21,0,7.7,18,0,8.8,2,10,Khá
181203688,6.2,13,0,5.8,12,0,6.4,19,0,6.9,17,0,6.1,18,0,6.4,18,3,7.2,18,0,8.0,12,0,Khá
181202267,6.8,13,0,7.5,9,3,6.6,16,3,7.6,17,0,6.8,18,0,8.2,21,0,8.9,18,0,8.4,2,10,Khá
181210168,7.7,11,2,7.2,12,0,7.5,19,0,7.2,17,0,6.8,18,0,8.1,21,0,7.8,18,0,8.5,12,0,Khá
181201178,8.4,13,0,7.6,12,0,7.0,19,0,8.0,17,0,7.9,18,0,8.6,21,0,8.9,18,0,8.7,12,0,Gioi
181202441,7.6,13,0,8.0,12,0,7.3,19,0,8.1,17,0,7.3,18,0,8.1,18,3,7.8,18,0,8.4,12,0,Gioi
181203879,6.8,13,0,6.5,12,0,7.0,19,0,7.7,14,3,7.4,18,0,8.2,21,0,8.7,18,0,8.0,12,0,Khá
181200171,7.1,11,2,7.5,9,3,6.6,19,0,6.7,14,3,5.8,18,0,7.4,21,0,8.1,18,0,7.2,2,10,Khá
181202679,6.8,13,0,6.7,12,0,8.6,19,0,8.7,17,0,7.5,18,0,9.1,21,0,8.9,18,0,8.2,12,0,Gioi
181201732,6.8,10,3,6.4,12,0,6.2,19,0,7.1,17,0,6.8,18,0,7.8,21,0,8.6,18,0,8.7,12,0,Khá
191240003,7.9,14,0,7.9,13,0,9.0,19,0,8.2,16,0,8.9,18,0,8.3,21,0,8.7,18,0,9.1,12,0,Gioi
191201705,7.3,14,0,8.5,13,0,7.6,19,0,8.7,16,0,7.8,18,0,7.6,21,0,8.5,18,0,8.8,12,0,Gioi
191244077,5.5,12,2,6.5,7,6,5.8,13,6,7.3,16,0,7.8,18,0,6.5,18,3,6.9,18,0,8.2,12,0,Khá
191240086,6.2,14,0,7.3,10,3,5.9,19,0,8.1,13,3,8.1,18,0,6.5,21,0,7.6,18,0,8.8,12,0,Khá
191212181,6.1,14,0,5.5,13,0,5.8,19,0,7.3,16,0,7.5,18,0,6.8,21,0,7.6,18,0,8.7,12,0,Khá
191202433,6.7,14,0,7.3,13,0,9.1,19,0,8.9,16,0,9.4,18,0,9.4,18,3,9.7,18,0,9.3,12,0,Xuat sac
191203607,7.2,8,6,6.0,10,3,6.9,17,2,7.5,16,0,7.1,18,0,6.9,21,0,6.8,18,0,8.4,12,0,Khá
191200274,7.5,14,0,8.7,13,0,8.0,19,0,8.5,16,0,9.0,18,0,8.4,21,0,8.5,18,0,9.6,12,0,Gioi
191200325,8.3,11,3,8.0,13,0,7.5,19,0,7.7,16,0,7.7,18,0,7.4,21,0,7.2,15,3,8.9,12,0,Khá
191212666,8.4,14,0,8.3,13,0,9.0,19,0,9.0,16,0,8.5,18,0,8.5,21,0,9.0,18,0,8.2,2,10,Gioi
191201402,7.3,14,0,8.2,13,0,7.6,19,0,8.4,16,0,8.5,18,0,7.9,21,0,8.1,18,0,9.2,12,0,Gioi
191214460,5.8,14,0,8.1,13,0,6.7,19,0,6.9,16,0,8.3,18,0,6.4,21,0,8.1,18,0,9.0,12,0,Khá
191203651,7.7,11,3,7.9,10,3,7.5,19,0,8.3,16,0,7.7,18,0,8.6,21,0,7.5,18,0,8.6,12,0,Gioi
191204476,8.4,14,0,8.6,13,0,8.4,19,0,8.6,16,0,8.5,18,0,8.5,21,0,8.6,18,0,8.5,12,0,Gioi
191210502,7.5,14,0,8.7,13,0,8.8,19,0,8.7,16,0,8.4,18,0,8.8,21,0,8.0,18,0,8.8,12,0,Gioi
191203691,7.8,14,0,8.8,13,0,6.7,19,0,8.3,16,0,7.8,18,0,7.1,21,0,7.3,18,0,8.2,12,0,Khá
191210564,7.0,14,0,7.3,13,0,6.4,19,0,7.7,16,0,7.9,18,0,7.5,21,0,7.4,18,0,8.6,12,0,Khá
191210593,6.7,14,0,7.0,13,0,7.6,19,0,7.7,16,0,8.2,18,0,7.4,21,0,7.4,18,0,8.0,12,0,Khá
191204228,9.2,14,0,9.4,13,0,9.2,19,0,8.9,16,0,8.5,18,0,8.9,21,0,8.7,18,0,8.5,12,0,Xuat sac
191200656,7.0,14,0,5.9,13,0,6.9,16,3,7.4,16,0,8.5,18,0,7.1,21,0,7.9,18,0,8.2,12,0,Khá
191212716,6.4,14,0,6.4,13,0,6.4,19,0,8.8,16,0,8.0,18,0,8.5,18,3,7.9,18,0,8.4,12,0,Khá
191203294,6.0,14,0,6.1,13,0,6.4,19,0,7.9,16,0,7.5,18,0,6.7,21,0,8.2,18,0,8.4,12,0,Khá
191210859,6.5,11,3,6.9,13,0,7.8,19,0,7.6,16,0,8.2,18,0,7.3,21,0,6.7,18,0,8.9,12,0,Khá
191203366,8.5,14,0,9.1,13,0,9.2,19,0,9.4,16,0,9.1,18,0,9.5,21,0,9.2,18,0,9.1,12,0,Xuat sac
191203380,7.7,14,0,7.4,13,0,7.9,19,0,8.8,16,0,8.2,18,0,8.8,21,0,8.8,18,0,8.9,12,0,Gioi
191212908,7.5,14,0,8.4,13,0,8.5,19,0,9.1,16,0,8.1,18,0,7.9,21,0,8.7,18,0,8.1,12,0,Gioi
191241029,7.3,14,0,6.9,13,0,6.0,19,0,8.3,16,0,8.1,18,0,7.2,21,0,8.2,18,0,7.6,12,0,Khá
191201043,6.3,14,0,6.2,10,3,6.1,11,8,8.2,16,0,7.7,18,0,6.3,21,0,7.5,18,0,8.1,12,0,Khá
191211531,6.8,14,0,6.1,13,0,6.6,16,3,7.1,16,0,7.2,18,0,6.8,21,0,7.1,18,0,8.6,12,0,Khá
191202390,6.9,14,0,6.7,10,3,7.1,19,0,8.6,16,0,9.0,18,0,8.2,21,0,8.4,18,0,9.1,12,0,Gioi
191201161,5.2,14,0,6.6,10,3,6.7,19,0,7.4,16,0,8.3,18,0,6.7,21,0,7.6,18,0,8.3,12,0,Khá
191212940,6.2,14,0,7.5,13,0,7.8,19,0,8.2,16,0,8.1,18,0,7.2,21,0,8.6,18,0,8.1,12,0,Khá
191240027,7.3,14,0,7.5,13,0,6.7,19,0,7.2,16,0,8.1,18,0,7.1,21,0,7.6,18,0,8.7,12,0,Khá
191210095,8.5,14,0,8.6,13,0,7.6,19,0,8.1,16,0,6.9,18,0,7.3,18,3,6.4,18,0,7.5,12,0,Khá
191202988,9.1,14,0,9.0,13,0,8.5,19,0,9.3,16,0,8.9,18,0,8.4,21,0,9.2,18,0,9.1,12,0,Xuat sac
191213011,7.6,14,0,7.6,13,0,6.6,19,0,8.6,16,0,7.1,18,0,6.5,21,0,7.2,18,0,7.6,12,0,Khá
191210198,7.2,14,0,6.4,13,0,6.6,8,11,6.3,14,2,7.5,16,2,6.3,12,9,6.0,18,0,7.8,12,0,Khá
191211584,5.1,14,0,5.6,10,3,6.6,16,3,7.3,13,3,6.1,18,0,5.7,21,0,7.5,18,0,6.4,12,0,Trung binh
191202649,6.4,11,3,6.9,10,3,8.0,19,0,8.3,16,0,6.9,18,0,5.7,21,0,7.2,18,0,8.0,12,0,Khá
191210278,6.0,14,0,6.8,13,0,6.7,19,0,8.6,16,0,8.5,18,0,7.5,18,3,7.7,18,0,7.4,12,0,Khá
191202007,8.3,14,0,9.3,13,0,9.0,19,0,9.2,16,0,8.2,18,0,8.7,21,0,7.3,18,0,9.0,12,0,Gioi
191200299,5.3,14,0,8.0,13,0,7.8,19,0,8.1,16,0,7.9,18,0,8.0,21,0,7.2,18,0,8.7,12,0,Khá
191212027,7.0,14,0,7.0,13,0,7.7,19,0,7.7,16,0,6.9,18,0,5.6,21,0,8.1,18,0,8.5,12,0,Khá
191201751,7.6,14,0,8.0,13,0,8.4,19,0,8.9,16,0,8.2,18,0,7.4,21,0,8.4,18,0,8.7,12,0,Gioi
191203940,7.0,8,6,8.2,11,2,8.4,17,2,7.7,16,0,8.6,18,0,7.9,18,3,7.8,15,3,7.8,2,10,Khá
191200409,8.1,14,0,8.6,13,0,9.2,19,0,8.6,16,0,7.9,18,0,9.2,21,0,7.2,18,0,8.6,12,0,Gioi
191203151,8.1,14,0,7.9,13,0,7.5,19,0,8.3,16,0,8.1,18,0,7.2,21,0,8.4,18,0,8.6,12,0,Gioi
191200477,7.0,14,0,6.9,13,0,7.4,19,0,8.8,16,0,8.3,18,0,7.2,21,0,6.9,18,0,7.9,12,0,Khá
191211627,7.7,14,0,8.3,13,0,7.8,19,0,8.2,16,0,8.0,18,0,7.7,21,0,7.8,18,0,8.6,12,0,Gioi
191200552,8.3,14,0,8.3,13,0,8.4,19,0,8.8,16,0,9.0,18,0,9.1,21,0,9.0,18,0,8.8,12,0,Xuat sac
191202271,6.5,14,0,7.2,13,0,7.8,19,0,8.2,16,0,7.9,18,0,7.5,18,3,7.3,18,0,7.6,12,0,Khá
191203255,6.5,14,0,6.0,10,3,6.1,19,0,6.7,13,3,7.3,18,0,6.0,21,0,7.0,18,0,9.0,12,0,Khá
191202291,6.2,11,3,5.4,13,0,5.4,17,2,6.9,16,0,7.2,18,0,6.3,21,0,7.6,18,0,7.2,12,0,Khá
191201552,8.2,14,0,8.4,13,0,7.4,19,0,8.7,16,0,8.5,18,0,8.1,21,0,8.3,18,0,8.9,12,0,Gioi
191213281,5.6,11,3,6.5,10,3,6.0,19,0,7.6,16,0,7.9,18,0,6.4,21,0,8.1,18,0,8.8,12,0,Khá
191203771,7.8,14,0,8.0,13,0,7.5,19,0,8.0,13,3,7.4,18,0,7.0,21,0,8.2,18,0,9.1,12,0,Khá
191204283,8.3,14,0,8.6,13,0,7.4,19,0,7.5,16,0,8.1,18,0,7.5,21,0,8.1,18,0,8.9,12,0,Gioi
191203339,5.4,14,0,7.2,13,0,6.7,19,0,8.7,16,0,7.6,18,0,7.5,21,0,8.1,18,0,8.2,12,0,Khá
191201664,7.6,11,3,7.5,13,0,6.6,19,0,8.0,16,0,7.8,18,0,6.7,21,0,7.8,18,0,7.5,12,0,Khá
191203809,8.3,14,0,9.3,13,0,8.2,19,0,8.7,16,0,8.0,18,0,8.6,21,0,7.9,18,0,8.7,12,0,Gioi
191202132,6.7,14,0,6.7,8,5,6.2,19,0,8.5,16,0,6.5,18,0,6.6,15,6,7.6,18,0,8.3,12,0,Khá
191240931,6.5,14,0,7.4,13,0,7.2,19,0,8.2,16,0,8.0,18,0,7.2,21,0,7.7,18,0,8.9,12,0,Khá
191200957,6.8,11,3,7.3,10,3,5.5,16,3,7.3,16,0,7.4,18,0,6.7,21,0,7.8,18,0,8.9,12,0,Khá
191210976,7.9,14,0,7.7,13,0,6.7,19,0,7.9,16,0,8.0,18,0,7.0,21,0,8.1,18,0,8.5,12,0,Khá
191243429,6.6,14,0,7.8,13,0,6.8,19,0,7.2,16,0,8.1,18,0,8.1,18,3,7.8,18,0,8.6,12,0,Khá
191201000,7.4,14,0,8.3,13,0,7.3,17,2,9.0,16,0,8.2,18,0,7.3,21,0,7.9,18,0,8.1,12,0,Gioi
191211036,7.2,14,0,8.9,13,0,8.7,19,0,8.7,16,0,8.5,18,0,8.3,21,0,7.1,18,0,7.9,12,0,Gioi
191203502,7.1,14,0,8.4,13,0,6.8,17,2,7.5,16,0,8.4,18,0,6.8,21,0,7.5,18,0,8.2,12,0,Khá
191214047,4.9,11,3,5.3,10,3,5.4,17,2,5.9,16,0,7.5,18,0,5.6,15,6,6.9,15,3,8.2,12,0,Trung binh
191213518,6.2,14,0,6.0,10,3,6.0,19,0,6.6,16,0,8.2,18,0,7.0,21,0,7.1,18,0,8.9,12,0,Khá
191204050,7.8,14,0,7.7,13,0,7.6,19,0,8.7,16,0,8.2,18,0,7.8,21,0,8.3,18,0,8.7,12,0,Gioi
191202943,7.1,14,0,7.8,13,0,7.5,19,0,8.4,16,0,7.9,18,0,8.1,21,0,8.0,18,0,8.8,12,0,Gioi
191201864,7.4,14,0,7.7,13,0,8.4,19,0,8.0,14,2,7.8,18,0,8.1,21,0,7.9,18,0,8.5,12,0,Gioi
191204096,7.0,14,0,7.5,13,0,7.3,19,0,8.4,16,0,7.9,18,0,7.2,21,0,7.4,18,0,9.0,12,0,Khá
191203031,7.5,14,0,7.9,13,0,8.6,19,0,9.0,16,0,9.0,18,0,9.4,21,0,7.7,18,0,8.5,12,0,Gioi
191213923,5.6,14,0,7.0,13,0,6.5,19,0,7.2,14,2,6.7,18,0,6.4,21,0,6.2,18,0,8.4,2,10,Khá
160713649,8.0,11,3,8.0,7,6,6.5,7,12,7.1,14,2,8.5,15,3,7.1,15,6,7.1,18,0,8.2,12,0,Khá
191200222,7.5,14,0,8.0,13,0,8.9,19,0,8.0,16,0,8.0,18,0,8.4,21,0,7.9,18,0,8.3,12,0,Gioi
191203054,7.1,14,0,6.8,13,0,6.8,19,0,8.5,16,0,8.0,18,0,7.0,21,0,7.1,18,0,8.5,12,0,Khá
191201375,6.2,14,0,7.3,13,0,6.2,19,0,8.1,16,0,8.2,18,0,7.3,21,0,8.2,18,0,8.5,12,0,Khá
191212658,8.0,14,0,6.7,10,3,6.8,19,0,7.1,16,0,7.7,18,0,7.5,21,0,7.0,18,0,9.2,12,0,Khá
191202211,7.6,14,0,8.0,13,0,8.4,19,0,8.6,16,0,8.0,18,0,8.5,21,0,7.8,18,0,9.0,12,0,Gioi
191210306,6.2,8,6,5.7,13,0,5.5,19,0,5.7,16,0,6.9,18,0,6.9,18,3,7.1,18,0,8.7,12,0,Khá
181210119,7.4,14,0,7.7,13,0,8.0,19,0,8.8,16,0,9.0,18,0,8.8,21,0,8.4,18,0,9.1,12,0,Gioi
191201753,7.3,14,0,7.2,13,0,7.6,19,0,8.4,16,0,8.7,18,0,8.0,21,0,8.4,18,0,8.6,12,0,Gioi
191202830,9.0,14,0,9.6,13,0,8.3,19,0,8.7,16,0,9.0,18,0,8.7,21,0,8.3,18,0,8.4,12,0,Xuat sac
191202485,6.9,14,0,6.3,13,0,6.8,19,0,7.5,16,0,7.1,18,0,6.7,21,0,7.7,18,0,8.1,12,0,Khá
191201474,6.1,11,3,6.6,13,0,5.9,13,6,6.8,16,0,6.5,18,0,6.0,18,3,7.1,18,0,8.6,12,0,Khá
191200479,5.9,11,3,6.5,13,0,6.8,19,0,7.1,16,0,7.4,18,0,7.4,21,0,6.9,18,0,8.5,12,0,Khá
191201382,6.4,14,0,6.8,13,0,6.8,19,0,7.1,16,0,8.4,18,0,6.9,21,0,7.1,18,0,8.1,12,0,Khá
191212065,7.7,14,0,7.0,13,0,8.4,19,0,7.7,16,0,6.9,18,0,8.2,21,0,8.0,18,0,8.6,12,0,Gioi
191203706,8.2,14,0,8.3,13,0,7.8,19,0,8.7,16,0,8.4,18,0,7.9,21,0,7.8,18,0,7.6,12,0,Gioi
191200614,6.9,14,0,8.6,13,0,8.6,19,0,8.1,16,0,8.4,18,0,7.9,21,0,8.3,18,0,8.4,12,0,Gioi
191202533,6.6,14,0,8.3,13,0,6.7,17,2,7.7,14,2,7.1,18,0,6.6,21,0,6.9,18,0,7.3,2,10,Khá
191200661,7.9,14,0,8.2,13,0,8.7,19,0,8.3,16,0,8.5,18,0,7.3,21,0,7.4,18,0,8.7,12,0,Gioi
191213283,6.4,11,3,8.2,13,0,7.2,19,0,7.5,14,2,7.3,18,0,5.5,12,9,6.4,18,0,8.2,12,0,Khá
191202717,6.6,14,0,6.3,13,0,7.5,19,0,7.6,16,0,7.8,18,0,7.7,18,3,8.1,18,0,7.3,12,0,Khá
191203295,7.4,14,0,7.3,13,0,6.5,16,3,7.0,16,0,6.3,15,3,6.6,15,6,7.2,15,3,7.7,10,2,Khá
191203768,7.4,14,0,8.6,13,0,7.3,19,0,8.3,16,0,7.8,18,0,8.0,21,0,7.4,18,0,8.5,12,0,Gioi
191200803,6.5,14,0,8.5,11,2,8.4,19,0,7.5,16,0,8.5,18,0,8.5,21,0,7.0,18,0,8.9,12,0,Gioi
191204543,8.0,14,0,8.8,13,0,8.6,19,0,8.3,16,0,8.0,18,0,7.1,21,0,7.5,18,0,8.5,12,0,Gioi
191203374,7.9,14,0,8.4,13,0,8.0,19,0,8.9,16,0,8.8,18,0,9.3,21,0,8.6,18,0,9.3,12,0,Gioi
191200897,7.2,14,0,9.0,13,0,8.8,19,0,8.1,16,0,8.3,18,0,8.2,21,0,8.2,18,0,8.5,12,0,Gioi
191201336,9.6,14,0,9.7,13,0,8.7,19,0,9.4,16,0,8.6,18,0,9.5,21,0,8.6,18,0,9.7,12,0,Xuat sac
191200926,6.1,14,0,6.6,10,3,6.3,19,0,7.1,16,0,7.2,18,0,6.6,21,0,7.8,18,0,8.2,12,0,Khá
191211279,6.9,14,0,7.5,13,0,6.5,19,0,7.7,16,0,6.8,18,0,6.7,21,0,7.8,18,0,8.5,12,0,Khá
191204331,6.7,14,0,9.4,13,0,7.8,19,0,8.6,16,0,7.8,18,0,8.1,21,0,8.6,18,0,7.7,12,0,Gioi
191201528,6.7,11,3,7.8,13,0,6.4,16,3,6.9,14,2,7.4,18,0,6.4,21,0,7.0,18,0,7.9,12,0,Khá
191202742,7.9,14,0,9.1,13,0,8.7,19,0,7.7,16,0,8.8,18,0,8.4,21,0,8.4,18,0,9.2,12,0,Gioi
