mssv,HK 1,HK 1 dat,HK 1 hoc lai,HK 2,HK 2 dat,HK 2 hoc lai,HK 3,HK 3 dat,HK 3 hoc lai,HK 4,HK 4 dat,HK 4 hoc lai,HK 5,HK 5 dat,HK 5 hoc lai,HK 6,HK 6 dat,HK 6 hoc lai,HK 7,HK 7 dat,HK 7 hoc lai,HK 8,HK 8 dat,HK 8 hoc lai,xep_loai_hoc_tap
191211001,5.3,14,0,5.7,13,0,6.0,19,0,6.7,16,0,7.2,15,3,6.1,21,0,7.2,18,0,7.8,12,0,Khá
191204771,5.8,11,3,7.3,4,9,6.0,13,6,5.6,8,8,6.3,12,6,6.2,15,6,6.1,15,3,7.4,12,0,Trung binh
191211079,7.0,14,0,7.3,13,0,7.4,19,0,6.9,16,0,8.0,18,0,7.7,21,0,6.9,15,3,8.0,12,0,Khá
191201089,7.0,11,3,5.6,13,0,6.3,16,3,6.5,16,0,7.4,18,0,6.3,21,0,7.8,18,0,8.6,12,0,Khá
191201396,6.7,14,0,6.7,10,3,6.1,19,0,6.6,16,0,6.4,18,0,6.3,18,3,7.9,18,0,8.2,12,0,Khá
191204392,7.8,14,0,8.2,13,0,7.5,19,0,8.1,14,2,7.6,18,0,6.7,18,3,7.7,18,0,7.1,12,0,Khá
191201134,8.3,14,0,8.5,13,0,8.6,19,0,8.1,16,0,8.3,18,0,8.2,21,0,7.0,18,0,8.6,12,0,Gioi
191213566,6.8,11,3,6.7,13,0,6.8,19,0,8.5,16,0,8.6,18,0,7.5,21,0,8.6,18,0,8.5,12,0,Khá
191200031,8.5,14,0,9.1,13,0,8.8,19,0,9.2,16,0,8.7,18,0,8.9,21,0,8.6,18,0,8.7,12,0,Xuat sac
191210066,8.5,14,0,8.8,13,0,8.6,19,0,9.2,16,0,8.8,18,0,8.0,21,0,9.1,18,0,9.0,12,0,Xuat sac
191212968,5.9,14,0,6.0,13,0,7.2,16,3,6.4,14,2,7.9,18,0,7.2,21,0,7.2,18,0,8.4,12,0,Khá
191200121,7.4,14,0,8.7,13,0,8.3,19,0,8.8,16,0,8.8,18,0,8.6,21,0,8.1,18,0,7.9,12,0,Gioi
191212421,7.8,14,0,8.1,13,0,8.6,19,0,8.5,16,0,8.6,18,0,8.3,21,0,8.5,18,0,8.8,12,0,Gioi
191200207,7.8,14,0,8.5,13,0,7.7,19,0,8.3,16,0,7.7,18,0,7.9,21,0,8.2,18,0,9.0,12,0,Gioi
191200219,7.0,14,0,7.3,13,0,7.3,19,0,7.7,16,0,7.9,18,0,7.3,21,0,7.9,18,0,8.1,12,0,Khá
191201322,7.5,14,0,8.3,13,0,8.0,19,0,8.1,16,0,8.6,18,0,7.7,21,0,7.0,18,0,8.6,12,0,Gioi
191200263,7.4,14,0,6.5,13,0,7.2,19,0,8.3,16,0,8.4,18,0,7.8,21,0,8.1,18,0,8.6,12,0,Gioi
191202209,5.2,14,0,6.8,13,0,6.6,19,0,7.8,16,0,7.0,18,0,6.0,21,0,7.1,18,0,8.1,12,0,Khá
191200298,6.9,14,0,7.4,13,0,7.1,19,0,7.5,16,0,7.5,18,0,6.7,18,3,7.3,18,0,7.7,12,0,Khá
191202217,6.2,11,3,6.2,13,0,6.5,16,3,6.9,16,0,7.6,18,0,6.7,21,0,7.8,18,0,8.2,12,0,Khá
191210360,7.5,14,0,7.0,13,0,7.6,19,0,7.7,16,0,8.4,18,0,7.5,21,0,7.8,18,0,9.4,12,0,Gioi
191200383,7.4,14,0,7.2,13,0,8.0,19,0,8.8,16,0,8.7,18,0,7.2,21,0,8.8,18,0,8.5,12,0,Gioi
191203128,6.6,14,0,6.7,13,0,6.7,19,0,7.1,16,0,7.4,18,0,7.1,18,3,8.1,18,0,8.5,12,0,Khá
191213136,8.0,14,0,8.3,13,0,8.8,19,0,8.7,16,0,7.8,18,0,8.8,21,0,8.9,18,0,8.8,12,0,Gioi
191200410,8.8,14,0,8.6,13,0,9.2,19,0,8.8,16,0,8.5,18,0,8.8,21,0,8.4,18,0,8.4,12,0,Xuat sac
191212241,8.3,14,0,8.2,13,0,7.3,19,0,8.7,16,0,8.5,18,0,8.1,21,0,8.5,18,0,8.6,12,0,Gioi
191200444,9.3,14,0,9.6,13,0,8.9,19,0,9.2,16,0,8.8,18,0,9.1,21,0,8.8,18,0,9.0,12,0,Xuat sac
191203168,6.1,14,0,7.6,13,0,6.7,17,2,7.4,16,0,7.8,18,0,8.1,18,3,8.1,18,0,7.9,12,0,Khá
191202050,8.6,14,0,8.5,13,0,8.9,19,0,8.3,16,0,8.4,18,0,8.5,21,0,8.7,18,0,8.7,12,0,Xuat sac
191200507,6.0,14,0,6.3,13,0,6.1,16,3,7.3,14,2,7.1,18,0,6.1,9,12,7.5,18,0,7.3,12,0,Khá
191203970,6.0,14,0,6.2,13,0,6.0,19,0,6.9,16,0,7.0,18,0,7.9,21,0,6.6,18,0,8.1,12,0,Khá
191204199,6.9,14,0,7.8,10,3,6.7,17,2,8.3,16,0,6.5,18,0,6.5,18,3,8.1,18,0,8.1,12,0,Khá
191203238,9.1,14,0,9.1,13,0,8.4,19,0,9.0,16,0,8.7,18,0,7.9,21,0,8.7,18,0,8.8,12,0,Gioi
191200641,7.6,14,0,7.4,13,0,6.2,19,0,8.0,16,0,7.9,18,0,7.1,21,0,8.2,18,0,8.6,12,0,Khá
191201553,7.4,14,0,8.4,13,0,7.0,16,3,7.4,16,0,8.3,18,0,7.0,21,0,7.8,18,0,7.6,12,0,Khá
191211554,7.0,14,0,7.5,10,3,6.9,19,0,8.0,16,0,8.2,18,0,8.7,21,0,7.8,18,0,8.7,12,0,Gioi
191204260,7.2,14,0,8.1,13,0,7.1,17,2,8.2,16,0,7.7,18,0,7.1,21,0,8.3,18,0,8.5,12,0,Khá
191200758,8.5,14,0,8.3,13,0,9.4,19,0,8.7,16,0,9.0,18,0,9.0,21,0,9.2,18,0,9.3,12,0,Xuat sac
191203328,5.7,11,3,5.7,13,0,6.1,19,0,7.1,16,0,8.0,18,0,6.7,21,0,8.3,18,0,7.8,12,0,Khá
191200853,6.8,14,0,6.1,13,0,6.6,19,0,7.2,16,0,7.5,18,0,6.6,21,0,7.2,18,0,8.0,12,0,Khá
191203804,7.5,14,0,6.5,13,0,7.5,19,0,7.9,16,0,8.0,18,0,7.8,21,0,7.9,18,0,8.7,12,0,Khá
191204022,9.0,14,0,9.3,13,0,8.7,19,0,7.8,16,0,8.4,18,0,7.7,21,0,8.0,18,0,8.5,12,0,Gioi
191210929,5.0,14,0,5.3,7,6,6.4,19,0,7.1,16,0,8.2,18,0,6.8,21,0,7.3,18,0,8.8,12,0,Khá
191203823,9.5,14,0,9.5,13,0,9.0,19,0,9.6,16,0,9.3,18,0,8.9,21,0,9.1,18,0,9.3,12,0,Xuat sac
191210980,6.7,14,0,7.0,13,0,7.5,19,0,7.8,16,0,8.8,18,0,7.7,21,0,7.6,18,0,8.8,12,0,Khá
191203460,7.1,14,0,6.4,13,0,6.8,19,0,6.7,13,3,7.1,15,3,6.5,21,0,6.9,18,0,7.9,12,0,Khá
191201058,7.0,14,0,6.5,13,0,5.5,19,0,7.4,16,0,7.4,18,0,7.0,18,3,7.8,18,0,8.7,12,0,Khá
191212382,6.8,14,0,7.3,13,0,6.4,19,0,7.8,16,0,7.7,18,0,6.4,21,0,7.5,18,0,7.8,12,0,Khá
191201084,8.3,14,0,7.3,13,0,6.2,19,0,7.5,13,3,6.9,18,0,6.1,18,3,6.9,18,0,8.3,12,0,Khá
191201094,8.2,14,0,7.6,13,0,6.7,19,0,7.0,16,0,7.4,18,0,6.7,21,0,8.2,18,0,8.8,12,0,Khá
191202620,8.1,14,0,7.1,13,0,6.6,16,3,7.2,16,0,7.2,18,0,7.9,18,3,7.9,18,0,7.8,12,0,Khá
191201962,6.4,14,0,7.2,13,0,5.7,16,3,7.2,16,0,7.4,18,0,6.9,15,6,6.5,18,0,8.9,12,0,Khá
191210063,9.3,14,0,8.0,13,0,7.4,19,0,9.0,16,0,8.0,18,0,6.3,21,0,8.1,18,0,8.6,12,0,Gioi
191210076,7.6,14,0,7.8,13,0,8.1,19,0,8.3,16,0,8.0,18,0,9.1,21,0,7.3,18,0,8.6,12,0,Gioi
191214618,7.6,14,0,7.9,13,0,8.0,19,0,9.0,16,0,7.8,18,0,7.4,21,0,7.8,18,0,8.1,12,0,Gioi
191211872,6.7,14,0,6.2,13,0,6.3,17,2,7.5,16,0,8.4,18,0,7.9,21,0,7.5,18,0,8.8,12,0,Khá
191203590,7.9,14,0,7.2,13,0,6.7,19,0,9.0,16,0,8.7,18,0,7.8,21,0,8.3,18,0,8.7,12,0,Gioi
191202444,5.4,14,0,7.1,13,0,5.8,19,0,6.7,16,0,6.9,18,0,8.5,21,0,7.6,18,0,8.4,12,0,Khá
191200234,8.2,14,0,9.2,13,0,8.7,19,0,9.2,16,0,8.6,18,0,9.5,21,0,8.2,18,0,8.6,12,0,Xuat sac
191201999,6.9,14,0,7.7,13,0,7.5,19,0,8.9,16,0,7.2,18,0,9.0,21,0,7.8,18,0,9.3,12,0,Gioi
191201469,6.1,14,0,6.6,13,0,7.1,19,0,7.4,16,0,7.0,18,0,7.2,21,0,7.1,18,0,8.5,12,0,Khá
191200281,8.6,14,0,8.1,13,0,6.9,19,0,7.4,14,2,7.7,18,0,7.6,21,0,8.1,18,0,8.5,12,0,Gioi
191213087,7.9,14,0,7.5,13,0,7.3,19,0,7.9,16,0,8.6,18,0,9.6,21,0,8.7,18,0,9.0,12,0,Gioi
191210346,7.4,14,0,7.5,13,0,6.9,19,0,7.4,16,0,6.7,18,0,6.8,21,0,7.8,18,0,8.0,12,0,Khá
191200366,5.3,14,0,6.1,8,5,6.2,16,3,6.3,14,2,6.1,18,0,6.3,21,0,6.1,18,0,8.2,12,0,Trung binh
191203116,6.3,14,0,7.6,13,0,6.3,19,0,8.1,14,2,7.4,18,0,7.4,21,0,8.0,18,0,9.3,12,0,Khá
191201233,7.7,14,0,8.9,13,0,8.3,19,0,8.9,16,0,9.2,18,0,9.4,21,0,8.9,18,0,9.5,12,0,Xuat sac
191201611,6.6,14,0,8.9,13,0,7.3,19,0,8.4,16,0,7.8,18,0,8.2,21,0,7.5,18,0,8.7,12,0,Gioi
191200461,8.3,14,0,7.2,13,0,6.8,19,0,8.5,16,0,8.2,18,0,8.7,21,0,9.4,18,0,8.8,12,0,Gioi
191201763,7.6,14,0,7.6,10,3,7.2,16,3,7.8,16,0,7.5,18,0,7.3,21,0,7.5,18,0,8.1,12,0,Khá
191204186,6.6,14,0,7.0,13,0,7.5,19,0,7.7,16,0,6.7,18,0,7.6,18,3,6.5,18,0,8.4,12,0,Khá
191200490,7.8,12,2,8.7,13,0,8.1,19,0,8.9,16,0,8.0,18,0,8.8,21,0,8.0,18,0,8.8,12,0,Gioi
191200532,6.6,14,0,8.3,13,0,6.4,19,0,8.4,16,0,7.3,18,0,8.6,21,0,8.9,18,0,9.2,12,0,Gioi
191214485,8.2,14,0,7.3,13,0,7.0,19,0,7.6,16,0,7.6,18,0,8.3,21,0,6.6,18,0,8.4,12,0,Khá
191212068,8.5,14,0,7.3,13,0,6.7,19,0,8.2,16,0,7.3,18,0,7.6,21,0,6.2,18,0,8.4,12,0,Khá
191203978,8.5,14,0,8.6,13,0,7.9,19,0,9.1,16,0,7.7,18,0,7.3,21,0,7.3,18,0,8.3,12,0,Gioi
191203712,7.4,14,0,7.2,13,0,6.8,19,0,8.1,16,0,7.1,18,0,7.7,21,0,8.1,18,0,8.3,12,0,Khá
191200674,6.6,11,3,7.1,13,0,7.1,19,0,7.9,16,0,7.6,18,0,8.2,21,0,7.7,15,3,7.8,12,0,Khá
191200706,8.4,14,0,8.0,13,0,7.3,19,0,8.6,16,0,8.3,18,0,8.8,18,3,8.3,18,0,8.8,12,0,Gioi
191203301,8.2,14,0,7.6,13,0,6.9,19,0,8.5,16,0,8.9,18,0,9.2,21,0,8.8,18,0,9.0,12,0,Gioi
191211657,6.6,14,0,6.9,13,0,6.4,19,0,8.0,16,0,7.5,18,0,7.2,21,0,7.4,18,0,7.3,12,0,Khá
191212555,8.2,14,0,6.7,13,0,7.5,19,0,7.5,16,0,7.3,18,0,8.0,21,0,7.4,18,0,8.4,12,0,Khá
191200833,5.6,14,0,7.8,11,2,6.6,16,3,7.9,16,0,6.2,18,0,6.3,18,3,6.7,18,0,7.2,2,10,Khá
191214304,7.3,14,0,6.5,11,2,6.3,19,0,7.3,16,0,6.8,18,0,6.2,21,0,7.1,18,0,7.5,12,0,Khá
191203796,9.0,14,0,7.8,13,0,7.1,19,0,8.8,16,0,7.4,18,0,6.9,21,0,7.5,18,0,8.4,12,0,Khá
191214315,6.9,14,0,6.9,13,0,6.6,19,0,7.9,14,2,7.0,18,0,8.0,21,0,7.4,18,0,8.1,12,0,Khá
191212129,7.6,14,0,7.6,13,0,7.2,19,0,7.6,16,0,7.1,18,0,7.2,21,0,7.4,18,0,8.2,12,0,Khá
191201335,8.8,14,0,8.5,13,0,8.1,19,0,9.0,16,0,8.1,18,0,8.8,21,0,8.0,18,0,9.2,12,0,Gioi
191212346,7.8,14,0,6.7,13,0,7.7,19,0,8.7,16,0,9.0,18,0,9.5,21,0,8.6,18,0,7.9,12,0,Gioi
191213491,7.0,14,0,7.7,10,3,6.3,19,0,8.2,16,0,6.9,18,0,7.1,21,0,7.1,18,0,8.2,12,0,Khá
191203508,8.0,11,3,6.0,13,0,6.7,16,3,7.6,14,2,7.5,18,0,7.5,21,0,7.1,18,0,8.7,12,0,Khá
191203520,7.6,14,0,7.1,13,0,6.5,16,3,7.7,16,0,6.9,18,0,6.9,21,0,6.8,18,0,6.8,12,0,Khá
191211450,7.5,14,0,8.8,13,0,7.3,19,0,8.3,16,0,7.7,18,0,6.7,21,0,6.5,18,0,8.5,12,0,Khá
191214606,8.2,14,0,8.3,13,0,7.9,19,0,8.4,16,0,8.2,18,0,8.5,21,0,8.8,18,0,8.5,12,0,Gioi
191203898,7.3,14,0,5.8,13,0,7.0,16,3,6.0,14,2,6.2,15,3,6.8,21,0,6.7,18,0,8.5,12,0,Khá
191210022,7.4,14,0,8.1,13,0,6.3,19,0,7.7,16,0,8.4,18,0,7.9,18,3,7.7,18,0,8.3,2,10,Khá
191210051,8.2,14,0,7.3,13,0,6.5,19,0,8.1,16,0,9.2,18,0,9.2,21,0,7.7,18,0,9.0,12,0,Gioi
191210080,6.9,14,0,6.8,13,0,7.4,19,0,7.9,16,0,8.2,18,0,9.1,21,0,8.2,18,0,8.0,2,10,Khá
191200178,8.2,14,0,7.5,13,0,7.1,19,0,8.2,10,6,7.9,18,0,8.0,21,0,7.9,18,0,8.2,12,0,Gioi
191203034,6.0,14,0,6.7,13,0,6.8,16,3,6.9,16,0,7.8,18,0,7.0,18,3,8.1,18,0,8.2,12,0,Khá
191213048,6.4,14,0,7.6,13,0,6.7,19,0,8.2,14,2,7.2,18,0,7.2,21,0,7.9,18,0,8.3,12,0,Khá
191204123,7.7,14,0,7.6,13,0,7.0,19,0,8.2,16,0,7.6,18,0,8.4,21,0,7.9,18,0,8.4,12,0,Gioi
191200302,7.4,14,0,7.9,13,0,6.8,19,0,7.9,16,0,7.8,18,0,8.1,21,0,7.8,18,0,8.0,12,0,Khá
191210311,7.4,14,0,7.3,13,0,6.3,19,0,7.4,16,0,8.8,18,0,8.6,21,0,7.6,18,0,8.2,12,0,Khá
191201745,7.0,14,0,8.7,11,2,6.2,19,0,7.4,16,0,7.9,18,0,7.5,21,0,6.8,18,0,7.9,12,0,Khá
191202823,6.8,14,0,7.0,10,3,5.9,19,0,6.7,16,0,7.8,18,0,6.7,21,0,7.1,18,0,7.9,12,0,Khá
191203648,7.8,14,0,8.2,13,0,6.5,19,0,8.5,16,0,8.0,14,4,8.1,21,0,8.4,18,0,8.2,12,0,Gioi
191202033,9.0,14,0,8.3,13,0,6.9,19,0,8.3,16,0,7.9,18,0,7.7,21,0,7.4,18,0,7.8,12,0,Gioi
191204463,6.9,14,0,7.0,10,3,6.3,16,3,7.0,13,3,7.1,15,3,5.6,21,0,6.5,18,0,7.7,12,0,Khá
191203659,7.2,14,0,7.4,13,0,7.6,19,0,7.5,16,0,8.1,18,0,8.5,21,0,8.4,18,0,9.0,12,0,Gioi
191240436,7.3,14,0,7.2,13,0,6.6,19,0,8.7,16,0,7.9,18,0,6.6,21,0,7.9,18,0,8.3,12,0,Khá
191211759,8.1,14,0,7.5,13,0,7.3,19,0,6.8,16,0,6.9,18,0,6.4,21,0,7.4,18,0,6.5,12,0,Khá
191202056,8.8,14,0,7.3,13,0,7.1,19,0,8.4,16,0,8.6,18,0,8.7,21,0,8.5,18,0,8.4,12,0,Gioi
191203216,8.3,14,0,8.8,13,0,8.0,19,0,9.1,16,0,8.6,18,0,8.5,21,0,8.4,18,0,8.8,12,0,Gioi
191204490,7.2,11,3,7.3,7,6,5.4,16,3,6.3,16,0,6.1,16,2,6.5,21,0,7.1,18,0,8.1,12,0,Khá
191200592,6.8,14,0,7.3,13,0,6.6,19,0,8.2,16,0,8.4,18,0,6.9,21,0,6.8,18,0,8.4,12,0,Khá
191204229,7.3,14,0,7.6,10,3,5.5,13,6,6.7,14,2,7.1,18,0,6.1,15,6,7.0,18,0,7.7,12,0,Khá
191200637,6.7,11,3,6.2,10,3,6.7,17,2,7.0,16,0,6.9,18,0,5.7,21,0,7.7,18,0,7.4,12,0,Khá
191204248,6.8,14,0,6.2,13,0,6.0,16,3,7.2,16,0,7.0,18,0,6.7,21,0,7.4,18,0,8.3,12,0,Khá
191200703,9.3,14,0,9.0,13,0,7.9,19,0,8.6,14,2,8.9,18,0,8.1,21,0,8.3,18,0,8.4,12,0,Gioi
191210709,7.8,14,0,7.7,13,0,6.9,16,3,7.0,16,0,8.6,18,0,9.1,21,0,7.4,18,0,8.7,2,10,Khá
191202539,5.6,11,3,7.4,8,5,5.4,13,6,7.1,16,0,7.1,14,4,5.0,18,3,7.7,18,0,8.6,12,0,Khá
191202107,8.4,14,0,7.7,13,0,7.5,16,3,7.6,16,0,8.3,18,0,7.8,21,0,8.1,18,0,8.8,12,0,Gioi
191212557,8.7,14,0,8.8,13,0,8.1,19,0,8.8,16,0,8.2,18,0,8.2,21,0,8.6,18,0,9.0,12,0,Gioi
191200838,5.2,14,0,7.1,13,0,7.1,10,9,7.2,16,0,7.5,18,0,6.0,21,0,7.8,18,0,8.9,12,0,Khá
191202568,5.4,11,3,6.9,10,3,6.3,16,3,7.4,14,2,7.3,18,0,6.5,21,0,6.3,18,0,7.9,2,10,Khá
191201669,6.3,14,0,6.2,13,0,5.8,8,11,7.2,13,3,6.8,18,0,6.0,21,0,6.1,18,0,7.2,12,0,Trung binh
191200885,6.2,11,3,5.3,10,3,5.8,16,3,7.1,8,8,5.9,13,5,6.5,18,3,6.6,18,0,7.5,10,2,Trung binh
191200904,7.1,14,0,6.8,13,0,6.6,19,0,7.2,16,0,6.9,14,4,7.2,21,0,8.1,18,0,8.7,12,0,Khá
191211277,8.3,14,0,7.8,13,0,6.5,19,0,8.6,16,0,9.0,18,0,9.1,21,0,8.2,18,0,8.5,12,0,Gioi
191204033,6.1,14,0,7.0,13,0,5.8,19,0,7.6,16,0,7.8,14,4,7.4,21,0,7.9,18,0,9.2,12,0,Khá
191202148,9.0,14,0,8.3,13,0,7.7,19,0,8.6,16,0,8.7,18,0,8.6,21,0,8.8,18,0,8.9,12,0,Gioi
191203472,8.3,11,3,7.8,13,0,6.8,19,0,8.2,16,0,7.8,18,0,6.6,21,0,7.7,18,0,8.0,12,0,Khá
191203864,8.7,14,0,8.3,13,0,8.9,19,0,7.8,16,0,8.9,18,0,8.9,21,0,7.3,18,0,9.5,12,0,Gioi
191201042,7.3,14,0,6.6,13,0,6.2,19,0,7.3,16,0,8.3,18,0,7.4,21,0,7.6,18,0,8.7,12,0,Khá
191203513,7.0,14,0,8.2,13,0,6.4,16,3,7.9,16,0,7.5,14,4,6.8,21,0,7.6,18,0,8.2,12,0,Khá
191203525,7.3,14,0,6.8,13,0,7.0,16,3,6.3,16,0,8.3,18,0,7.1,21,0,6.3,18,0,8.3,12,0,Khá
191241113,8.6,14,0,8.1,13,0,6.9,19,0,8.3,16,0,8.1,15,3,8.9,21,0,8.8,18,0,8.8,12,0,Gioi
191214394,8.6,14,0,8.0,10,3,5.9,13,6,6.9,12,4,6.8,18,0,5.9,21,0,6.7,18,0,8.5,12,0,Khá
191204400,6.5,14,0,6.3,10,3,6.7,14,5,7.1,16,0,7.8,18,0,6.4,21,0,7.4,18,0,8.6,12,0,Khá
181203458,6.5,11,0,5.9,9,0,7.4,19,0,8.6,14,0,8.4,14,0,9.8,18,0,9.0,18,0,9.0,2,0,Chua xep loai
181202292,6.7,8,3,5.8,9,0,6.1,13,6,6.1,12,2,7.2,18,0,7.1,18,3,7.9,18,0,5.9,2,0,Chua xep loai
181200549,5.1,11,0,6.5,9,0,5.5,19,0,6.9,14,0,5.5,14,0,5.7,15,3,5.1,12,6,8.3,2,0,Chua xep loai
181211817,5.2,8,3,6.4,3,6,5.4,13,6,5.6,14,0,6.3,4,14,3.3,3,18,7.2,18,0,0.0,0,0,Chua xep loai
181200814,6.3,8,3,6.1,6,3,6.2,19,0,6.4,14,0,5.7,11,7,6.5,18,3,7.6,18,0,8.5,2,0,Chua xep loai
181210385,6.2,11,0,5.6,9,0,5.1,16,3,5.1,9,5,5.2,6,12,1.5,0,18,3.6,9,6,0.0,0,0,Chua xep loai
181202377,5.4,11,0,6.0,6,3,4.7,7,12,4.4,0,14,6.3,0,14,2.6,6,12,6.3,15,3,8.7,2,0,Chua xep loai
181202839,5.7,11,0,6.6,9,0,5.9,13,6,6.1,14,0,6.5,18,0,7.7,21,0,8.3,18,0,8.0,12,0,Chua xep loai
181200770,5.9,8,3,6.2,3,6,6.2,7,12,5.7,0,11,5.2,3,11,6.7,9,9,5.2,15,3,9.0,2,0,Chua xep loai
181203140,5.9,11,0,6.7,9,0,6.3,19,0,6.1,14,0,6.2,18,0,7.3,21,0,7.8,18,0,9.5,2,0,Chua xep loai
181202200,7.3,11,0,7.0,9,0,6.3,13,6,5.9,8,6,6.1,11,3,7.1,18,0,6.2,15,3,8.8,2,0,Chua xep loai
181202127,5.4,11,0,6.1,9,0,5.7,16,3,6.3,0,14,5.6,12,2,6.5,18,0,7.4,18,0,7.8,2,0,Chua xep loai
881891002,6.8,8,3,4.4,6,3,6.0,16,3,6.1,12,2,5.1,12,6,3.0,6,15,6.4,18,0,8.8,2,0,Chua xep loai
181202862,6.4,11,0,6.8,9,0,6.5,19,0,5.8,14,0,7.2,11,3,8.2,18,0,7.6,18,0,1.5,2,10,Chua xep loai
181203243,5.7,8,3,5.1,3,6,5.7,10,9,5.0,3,11,6.4,11,3,5.6,9,9,6.6,15,3,0.0,0,0,Chua xep loai
181213616,6.2,11,0,7.1,9,0,6.5,16,3,6.5,14,0,6.3,9,5,6.2,18,3,7.9,18,0,10.0,2,0,Chua xep loai
181202886,5.9,8,3,4.7,6,3,5.7,19,0,5.9,12,2,5.9,11,3,6.0,18,0,6.6,18,0,9.0,2,0,Chua xep loai
181210426,6.5,11,0,5.2,6,3,6.5,16,3,6.0,9,5,6.2,12,6,6.8,15,6,7.2,18,0,1.4,2,10,Chua xep loai
181210042,5.4,11,0,5.7,6,3,5.6,16,3,5.2,9,5,5.5,18,0,6.9,18,3,6.7,15,3,7.7,2,0,Chua xep loai
181202417,6.1,8,3,7.0,9,0,7.0,19,0,6.0,14,0,6.1,18,0,6.6,18,3,7.0,18,0,8.0,2,10,Chua xep loai
181203187,7.3,11,0,7.9,9,0,6.5,19,0,6.7,14,0,6.4,18,0,6.2,18,3,6.8,18,0,0.0,0,0,Chua xep loai
181203530,7.1,11,0,7.2,9,0,6.6,19,0,6.7,12,2,6.8,15,3,6.8,21,0,6.1,12,6,8.0,2,0,Chua xep loai
181230438,2.6,5,6,2.2,3,6,5.2,13,6,1.3,0,14,3.0,4,14,6.0,12,6,6.2,15,3,0.0,0,2,Chua xep loai
181203797,5.5,11,0,5.2,9,0,6.1,19,0,5.9,11,3,5.6,14,0,6.4,15,3,6.7,18,0,8.0,2,0,Chua xep loai
181200812,6.1,11,0,7.5,9,0,6.5,16,3,7.3,14,0,5.9,14,4,7.3,21,0,8.5,18,0,7.9,12,0,Chua xep loai
181203561,6.9,11,0,8.8,9,0,5.9,19,0,7.9,14,0,6.5,14,0,7.6,12,6,7.8,18,0,9.0,2,0,Chua xep loai
181200551,7.7,11,0,6.6,9,0,7.9,19,0,6.7,14,0,5.9,11,3,6.6,18,0,7.9,18,0,0.0,0,0,Chua xep loai
181200747,5.3,11,0,6.6,6,3,4.6,13,6,6.0,14,0,5.3,14,0,5.8,12,6,6.7,15,3,0.0,0,2,Chua xep loai
181203007,6.7,11,0,8.8,9,0,7.3,19,0,8.0,14,0,6.9,14,0,7.4,18,0,8.2,18,0,8.6,2,0,Chua xep loai
181201313,6.5,8,3,7.2,3,6,5.3,10,9,4.6,6,8,5.5,9,5,4.5,9,9,6.2,15,3,0.0,0,2,Chua xep loai
181202276,4.8,8,3,5.9,6,3,4.7,13,6,5.4,11,3,0.0,0,14,4.5,9,3,7.0,3,6,0.0,0,0,Chua xep loai
181210395,6.0,9,2,6.0,6,3,6.3,14,5,4.9,9,5,5.4,15,3,6.3,18,3,7.4,18,0,8.5,0,2,Chua xep loai
181203948,6.3,11,0,6.0,9,0,5.9,5,14,5.5,14,0,4.9,18,0,6.1,18,3,6.5,18,0,8.5,2,0,Chua xep loai
181201995,5.9,11,0,6.5,3,6,5.4,19,0,6.2,14,0,6.1,14,0,7.1,18,0,8.2,18,0,7.7,2,0,Chua xep loai
181210030,6.3,5,6,5.3,0,9,5.7,10,9,5.0,14,0,6.1,16,2,5.8,12,9,5.6,15,3,1.3,2,10,Chua xep loai
181203244,6.4,8,3,7.3,3,6,6.1,13,6,5.4,14,0,6.6,11,3,6.9,18,0,7.6,18,0,8.7,2,0,Chua xep loai
181202916,5.7,5,6,3.6,3,6,4.3,11,8,4.7,12,2,4.0,9,5,4.3,9,6,4.5,12,6,9.5,2,0,Chua xep loai
181210450,7.6,11,0,7.2,9,0,7.4,19,0,8.4,14,0,7.1,18,0,8.5,21,0,7.8,18,0,1.3,2,10,Chua xep loai
181200861,5.8,8,3,6.9,6,3,5.1,19,0,6.0,14,0,6.0,12,6,6.9,12,9,6.8,18,0,1.2,2,10,Chua xep loai
181204016,5.8,8,3,4.5,3,6,3.4,4,15,4.8,12,2,4.5,9,5,4.6,12,6,7.1,18,0,6.7,2,0,Chua xep loai
181203186,6.4,9,2,6.0,6,3,6.4,13,6,7.1,14,0,6.5,18,0,7.2,15,6,7.6,18,0,8.6,2,0,Chua xep loai
181202066,7.4,11,0,6.8,9,0,6.6,19,0,7.2,14,0,5.9,18,0,7.3,18,3,7.7,18,0,1.4,2,10,Chua xep loai
181201905,6.7,11,0,5.9,9,0,6.5,19,0,5.7,14,0,6.2,13,5,6.6,21,0,7.6,18,0,1.4,2,10,Chua xep loai
181200651,6.4,11,0,6.6,9,0,6.5,16,3,7.1,11,3,6.4,9,5,7.0,18,0,7.2,18,0,8.5,2,0,Chua xep loai
181203858,5.3,5,6,3.2,0,9,4.2,13,6,4.2,9,5,3.8,9,5,0.9,0,18,1.7,3,12,0.0,0,2,Chua xep loai
181201683,7.6,11,0,6.3,9,0,6.6,19,0,6.6,14,0,7.1,15,3,9.2,21,0,8.4,18,0,1.4,2,10,Chua xep loai
181211707,7.2,11,0,7.2,9,0,7.5,19,0,6.0,14,0,6.0,13,5,7.5,18,0,7.1,12,0,0.0,0,0,Chua xep loai
